CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKMFSL27-JUL-2023,712.0000000,709.9000000,713.4500000,696.0500000,696.0500000,696.0500000,-2.2400000,60.0000000,8800.0000000,11.0000000,6212160.0000000
FUTSTKLAURUSLABS31-AUG-2023,351.3500000,354.9500000,354.9500000,346.0000000,347.4000000,346.1500000,-1.4800000,46.0000000,15300.0000000,9.0000000,5362225.0000000
FUTSTKMPHASIS27-JUL-2023,1863.2500000,1870.5000000,1870.5000000,1851.0000000,1858.9000000,1858.9000000,-0.2300000,510.0000000,50875.0000000,185.0000000,94614836.2500000
FUTSTKHAL27-JUL-2023,3525.8500000,3580.0500000,3786.0500000,3514.0000000,3727.1000000,3727.1000000,5.7000000,865.0000000,564900.0000000,1883.0000000,2064909315.0000000
FUTSTKESCORTS27-JUL-2023,2184.2500000,2178.2500000,2180.1500000,2145.9500000,2149.8500000,2149.8500000,-1.5700000,77.0000000,12925.0000000,47.0000000,27930182.5000000
FUTSTKAMBUJACEM29-JUN-2023,452.9500000,453.7500000,459.4500000,452.6000000,456.6500000,456.6500000,0.8100000,30612.0000000,6615000.0000000,3675.0000000,3017996460.0000000
FUTSTKM&M29-JUN-2023,1388.2500000,1388.1500000,1393.8500000,1370.0000000,1376.9500000,1376.9500000,-0.8100000,19469.0000000,2558500.0000000,3655.0000000,3522688120.0000000
FUTSTKOFSS29-JUN-2023,3550.9500000,3542.9500000,3580.4000000,3529.6500000,3549.8000000,3549.8000000,-0.0300000,1209.0000000,55200.0000000,276.0000000,196294690.0000000
FUTSTKNTPC29-JUN-2023,183.2500000,184.6500000,184.7000000,181.5000000,183.7500000,183.7500000,0.2700000,13541.0000000,21568800.0000000,3784.0000000,3949002750.0000000
FUTSTKRELIANCE27-JUL-2023,2524.5000000,2529.0000000,2532.0500000,2501.2000000,2504.7000000,2504.7000000,-0.7800000,5474.0000000,294000.0000000,1176.0000000,739639862.5000000
FUTSTKDELTACORP27-JUL-2023,238.0500000,239.4000000,251.5000000,237.2000000,248.2500000,248.2500000,4.2800000,123.0000000,268800.0000000,96.0000000,65770880.0000000
FUTSTKNESTLEIND29-JUN-2023,22286.5000000,22434.2000000,22434.2000000,22163.0000000,22201.7000000,22201.7000000,-0.3800000,9683.0000000,62360.0000000,1559.0000000,1387117664.0000000
FUTSTKCHOLAFIN27-JUL-2023,1072.0000000,1070.7500000,1080.0000000,1070.7500000,1074.1000000,1074.1000000,0.1900000,280.0000000,48750.0000000,39.0000000,52451625.0000000
FUTSTKBRITANNIA29-JUN-2023,4881.1500000,4900.0000000,4979.3000000,4855.0500000,4883.2500000,4883.2500000,0.0400000,7488.0000000,974400.0000000,4872.0000000,4796585400.0000000
FUTSTKGODREJPROP29-JUN-2023,1431.3000000,1436.2000000,1453.8000000,1427.2500000,1436.3500000,1436.3500000,0.3500000,9317.0000000,623050.0000000,1466.0000000,897733705.0000000
FUTSTKICICIGI29-JUN-2023,1250.6000000,1246.2000000,1247.6500000,1213.8000000,1216.5000000,1216.5000000,-2.7200000,11055.0000000,906100.0000000,2132.0000000,1112908910.0000000
FUTSTKCONCOR27-JUL-2023,681.4500000,684.8500000,690.9500000,675.0000000,680.3000000,680.3000000,-0.1600000,72.0000000,71000.0000000,71.0000000,48527200.0000000
FUTSTKCOALINDIA27-JUL-2023,230.8000000,231.1500000,231.8500000,230.0000000,230.2500000,230.2500000,-0.2300000,787.0000000,722400.0000000,172.0000000,166734540.0000000
FUTSTKEXIDEIND27-JUL-2023,212.2500000,213.4500000,213.4500000,207.8000000,208.1000000,208.1000000,-1.9500000,400.0000000,558000.0000000,155.0000000,117149400.0000000
FUTSTKVOLTAS27-JUL-2023,808.0000000,808.7000000,811.4000000,784.7000000,785.7000000,785.7000000,-2.7500000,836.0000000,342000.0000000,570.0000000,271674330.0000000
FUTSTKATUL27-JUL-2023,6801.7000000,6801.6500000,6848.4000000,6682.0000000,6715.2500000,6715.2500000,-1.2700000,123.0000000,5550.0000000,74.0000000,37361415.0000000
FUTSTKHINDALCO27-JUL-2023,423.3000000,424.6500000,424.6500000,419.0500000,419.8000000,419.8000000,-0.8200000,501.0000000,228200.0000000,163.0000000,96021730.0000000
FUTSTKBANKBARODA27-JUL-2023,189.6500000,190.0000000,190.0000000,186.1000000,186.9000000,186.9000000,-1.4500000,610.0000000,1246050.0000000,213.0000000,233598397.5000000
FUTSTKZYDUSLIFE31-AUG-2023,515.1000000,514.0000000,514.0000000,514.0000000,514.0000000,516.1000000,0.1900000,25.0000000,1800.0000000,1.0000000,925200.0000000
FUTSTKAPOLLOTYRE27-JUL-2023,393.4000000,393.9000000,402.8000000,393.9000000,401.4500000,401.4500000,2.0400000,479.0000000,530400.0000000,312.0000000,212075935.0000000
FUTSTKOBEROIRLTY29-JUN-2023,966.7500000,969.5500000,979.8500000,963.7500000,966.6000000,966.6000000,-0.0100000,8169.0000000,640500.0000000,915.0000000,621951680.0000000
FUTSTKSUNPHARMA27-JUL-2023,999.5500000,995.8500000,1001.5000000,994.0000000,994.8000000,994.8000000,-0.4700000,215.0000000,49000.0000000,70.0000000,48850620.0000000
FUTSTKESCORTS29-JUN-2023,2179.5000000,2180.1500000,2181.1000000,2139.1000000,2143.3000000,2143.3000000,-1.6600000,4082.0000000,396825.0000000,1443.0000000,855328553.7500000
FUTSTKINDIAMART27-JUL-2023,5567.1500000,5646.8500000,5700.0000000,5599.9000000,5609.6500000,5609.6500000,0.7600000,59.0000000,6750.0000000,45.0000000,38068792.5000000
FUTSTKCHAMBLFERT27-JUL-2023,281.0500000,280.8000000,281.8000000,276.0000000,276.7500000,276.7500000,-1.5200000,330.0000000,167200.0000000,88.0000000,46521785.0000000
FUTSTKMRF27-JUL-2023,97964.8500000,99199.9500000,99199.9500000,97972.0500000,99053.0500000,99053.0500000,1.1100000,349.0000000,1640.0000000,164.0000000,162048687.5000000
FUTSTKMRF29-JUN-2023,97500.2000000,97571.7500000,98844.0500000,97501.6500000,98686.7000000,98686.7000000,1.2100000,5015.0000000,15780.0000000,1578.0000000,1552973088.0000000
FUTSTKHDFCAMC27-JUL-2023,1954.2500000,1920.0000000,1925.0000000,1890.0000000,1902.3000000,1902.3000000,-2.6500000,627.0000000,105300.0000000,351.0000000,200450520.0000000
FUTSTKDLF29-JUN-2023,486.2000000,484.2500000,492.1500000,484.2500000,486.4500000,486.4500000,0.0500000,19564.0000000,8375400.0000000,5076.0000000,4094772165.0000000
FUTSTKINDIACEM27-JUL-2023,217.7000000,221.0000000,237.1500000,219.0000000,232.7000000,232.7000000,6.8900000,730.0000000,1035300.0000000,357.0000000,239973260.0000000
FUTSTKLAURUSLABS27-JUL-2023,350.4000000,351.3000000,353.6000000,342.8500000,343.9500000,343.9500000,-1.8400000,320.0000000,243100.0000000,143.0000000,84480395.0000000
FUTSTKDRREDDY27-JUL-2023,4659.8000000,4685.0000000,4716.1000000,4659.8500000,4676.0000000,4676.0000000,0.3400000,554.0000000,39500.0000000,316.0000000,184816687.5000000
FUTSTKLT29-JUN-2023,2347.2000000,2350.5000000,2373.9500000,2345.8000000,2370.7000000,2370.7000000,1.0000000,35011.0000000,2608800.0000000,8696.0000000,6171417705.0000000
FUTSTKASHOKLEY27-JUL-2023,151.8500000,152.4500000,152.9000000,150.9000000,151.2000000,151.2000000,-0.4200000,781.0000000,580000.0000000,116.0000000,88178500.0000000
FUTSTKSBILIFE29-JUN-2023,1243.3500000,1227.0000000,1253.3000000,1227.0000000,1232.6500000,1232.6500000,-0.8600000,9115.0000000,1722750.0000000,2297.0000000,2141724375.0000000
FUTSTKAUROPHARMA29-JUN-2023,671.4500000,674.4500000,674.5500000,665.3500000,671.4500000,671.4500000,0.0000000,8935.0000000,1577000.0000000,1577.0000000,1057732150.0000000
FUTSTKJUBLFOOD29-JUN-2023,483.1000000,484.6500000,486.3500000,475.1500000,479.0000000,479.0000000,-0.8400000,12189.0000000,1936250.0000000,1549.0000000,932213750.0000000
FUTSTKHINDCOPPER29-JUN-2023,114.2000000,114.0000000,114.8500000,113.0500000,113.2500000,113.2500000,-0.8300000,4629.0000000,3763200.0000000,784.0000000,428193360.0000000
FUTSTKMCX27-JUL-2023,1545.5000000,1535.7000000,1577.0000000,1535.7000000,1556.8000000,1556.8000000,0.7300000,100.0000000,38800.0000000,97.0000000,60706260.0000000
FUTSTKIGL29-JUN-2023,464.9500000,464.0000000,468.1500000,463.1000000,464.2000000,464.2000000,-0.1600000,6138.0000000,1023000.0000000,744.0000000,476192681.2500000
FUTSTKBAJAJFINSV27-JUL-2023,1485.4500000,1488.2500000,1491.0000000,1476.4500000,1481.6000000,1481.6000000,-0.2500000,1246.0000000,161000.0000000,322.0000000,238862325.0000000
FUTSTKSUNTV31-AUG-2023,453.6500000,453.0000000,453.0000000,453.0000000,453.0000000,450.9500000,-0.5900000,16.0000000,1500.0000000,1.0000000,679500.0000000
FUTSTKBEL27-JUL-2023,118.7000000,119.1000000,122.6500000,118.0000000,121.6000000,121.6000000,2.4400000,417.0000000,2194500.0000000,385.0000000,265244370.0000000
FUTSTKHDFCBANK27-JUL-2023,1626.9500000,1628.3500000,1631.9500000,1621.7500000,1625.3000000,1625.3000000,-0.1000000,11910.0000000,1256200.0000000,2284.0000000,2045838080.0000000
FUTSTKHCLTECH27-JUL-2023,1127.1500000,1127.2500000,1131.2000000,1111.9000000,1113.7000000,1113.7000000,-1.1900000,883.0000000,146300.0000000,209.0000000,163661365.0000000
FUTSTKCOALINDIA29-JUN-2023,229.4000000,229.7000000,230.4000000,228.5500000,228.9000000,228.9000000,-0.2100000,16162.0000000,7631400.0000000,1817.0000000,1751631420.0000000
FUTSTKGODREJPROP27-JUL-2023,1439.7000000,1448.0000000,1461.5500000,1440.1000000,1445.5500000,1445.5500000,0.4000000,179.0000000,24225.0000000,51.0000000,35070603.7500000
FUTSTKASTRAL29-JUN-2023,1947.2000000,1948.4000000,1986.9000000,1947.0500000,1978.5500000,1978.5500000,1.6100000,4629.0000000,958604.0000000,2612.0000000,1889181366.0500000
FUTSTKCUB29-JUN-2023,125.7000000,125.6500000,126.2500000,124.5500000,124.7000000,124.7000000,-0.7900000,6069.0000000,5500000.0000000,1100.0000000,687937250.0000000
FUTSTKNTPC27-JUL-2023,184.4000000,185.1000000,185.7000000,182.5000000,184.8500000,184.8500000,0.2400000,743.0000000,894000.0000000,298.0000000,164641650.0000000
FUTSTKSBICARD31-AUG-2023,930.4000000,915.7000000,915.8000000,913.2000000,916.3000000,916.3000000,-1.5100000,91.0000000,5600.0000000,7.0000000,5127360.0000000
FUTSTKINDHOTEL27-JUL-2023,384.8000000,387.1000000,389.5500000,385.9500000,386.4500000,386.4500000,0.4200000,401.0000000,348000.0000000,174.0000000,134735900.0000000
FUTSTKJINDALSTEL29-JUN-2023,533.3000000,536.0000000,536.3500000,523.2000000,526.6500000,526.6500000,-1.2400000,20787.0000000,4900000.0000000,3920.0000000,2587189812.5000000
FUTIDXBANKNIFTY29-JUN-2023,44147.4000000,44178.1500000,44325.9000000,44042.4000000,44117.9500000,44117.9500000,-0.0600000,94951.0000000,2145750.0000000,85830.0000000,94809859855.0000000
FUTIDXMIDCPNIFTY27-JUN-2023,7873.0500000,7851.8500000,7888.9500000,7834.0500000,7840.1000000,7840.1000000,-0.4100000,34.0000000,1200.0000000,16.0000000,9431448.7500000
FUTSTKSIEMENS27-JUL-2023,3690.9000000,3703.3500000,3712.7500000,3664.0000000,3688.8000000,3688.8000000,-0.0500000,204.0000000,21725.0000000,79.0000000,80183303.7500000
FUTSTKULTRACEMCO27-JUL-2023,8149.4500000,8191.7500000,8255.0000000,8160.0000000,8202.6500000,8202.6500000,0.6500000,245.0000000,12100.0000000,121.0000000,99365275.0000000
FUTSTKMETROPOLIS27-JUL-2023,1308.5500000,1313.1000000,1334.6500000,1292.5000000,1294.1000000,1294.1000000,-1.1000000,85.0000000,12000.0000000,30.0000000,15746300.0000000
FUTSTKBAJFINANCE29-JUN-2023,7051.3000000,7049.9500000,7110.0000000,7042.5000000,7075.5000000,7075.5000000,0.3400000,28387.0000000,794875.0000000,6359.0000000,5627037518.7500000
FUTSTKTATACOMM27-JUL-2023,1405.0500000,1415.7500000,1465.0000000,1407.0000000,1461.6000000,1461.6000000,4.0200000,216.0000000,127500.0000000,255.0000000,184266025.0000000
FUTSTKBHEL27-JUL-2023,85.2000000,85.6000000,87.5500000,83.9000000,86.7000000,86.7000000,1.7600000,676.0000000,6226500.0000000,593.0000000,536114775.0000000
FUTSTKHDFCAMC29-JUN-2023,1959.4500000,1921.4000000,1921.4000000,1892.1500000,1907.4500000,1907.4500000,-2.6500000,9188.0000000,749700.0000000,2499.0000000,1429989570.0000000
FUTSTKGUJGASLTD31-AUG-2023,487.0000000,488.0000000,490.0000000,484.8500000,484.8500000,484.8500000,-0.4400000,91.0000000,3750.0000000,3.0000000,1828562.5000000
FUTSTKSIEMENS29-JUN-2023,3668.4000000,3676.8000000,3701.0000000,3642.4000000,3666.8500000,3666.8500000,-0.0400000,6407.0000000,659450.0000000,2398.0000000,2419403800.0000000
FUTSTKALKEM29-JUN-2023,3452.6000000,3467.3500000,3467.3500000,3400.0000000,3430.5500000,3430.5500000,-0.6300000,3108.0000000,131400.0000000,657.0000000,450422910.0000000
FUTSTKKOTAKBANK29-JUN-2023,1882.7500000,1858.1500000,1904.0000000,1855.0000000,1879.8000000,1879.8000000,-0.1500000,72246.0000000,22460000.0000000,56150.0000000,42328136140.0000000
FUTSTKMANAPPURAM27-JUL-2023,113.6000000,114.5000000,119.0000000,114.5000000,118.2500000,118.2500000,4.0900000,509.0000000,300000.0000000,50.0000000,35056800.0000000
FUTSTKTITAN27-JUL-2023,2892.0500000,2894.6000000,2933.0000000,2888.5000000,2898.7500000,2898.7500000,0.2300000,672.0000000,52125.0000000,139.0000000,151755487.5000000
FUTSTKAPOLLOTYRE29-JUN-2023,394.8500000,395.8500000,404.3500000,395.8500000,402.7000000,402.7000000,1.9800000,3761.0000000,8708000.0000000,2488.0000000,3495861075.0000000
FUTSTKPETRONET27-JUL-2023,222.9500000,223.0500000,223.4500000,222.0000000,223.0500000,223.0500000,0.0400000,221.0000000,99000.0000000,33.0000000,22042200.0000000
FUTSTKLALPATHLAB29-JUN-2023,2005.7000000,2006.4000000,2014.9000000,1950.0000000,1954.2500000,1954.2500000,-2.5600000,2906.0000000,345500.0000000,1382.0000000,683343575.0000000
FUTSTKIDFC27-JUL-2023,102.1500000,101.8500000,102.7500000,101.8500000,102.3000000,102.3000000,0.1400000,241.0000000,1150000.0000000,115.0000000,117658500.0000000
FUTSTKSUNPHARMA29-JUN-2023,991.9500000,990.0000000,996.0000000,986.7500000,989.0500000,989.0500000,-0.2900000,33365.0000000,2911300.0000000,4159.0000000,2884617085.0000000
FUTSTKRAMCOCEM31-AUG-2023,909.0000000,0.0000000,0.0000000,0.0000000,,947.9500000,4.2800000,1.0000000,0.0000000,0.0000000,0.0000000
FUTSTKMCDOWELL-N29-JUN-2023,873.5000000,873.8000000,896.4500000,873.8000000,890.8500000,890.8500000,1.9800000,16657.0000000,2645000.0000000,4232.0000000,2347676312.5000000
FUTSTKIDEA31-AUG-2023,7.5500000,7.7000000,7.7000000,7.3500000,7.5000000,7.5000000,-0.6600000,92.0000000,2640000.0000000,33.0000000,19748000.0000000
FUTSTKSUNPHARMA31-AUG-2023,1000.7000000,996.0000000,1001.2500000,996.0000000,1001.2500000,1000.2000000,-0.0400000,32.0000000,2100.0000000,3.0000000,2098845.0000000
FUTSTKRBLBANK29-JUN-2023,174.0500000,174.4000000,180.9000000,173.9500000,175.7000000,175.7000000,0.9400000,9206.0000000,19180000.0000000,3836.0000000,3407354500.0000000
FUTSTKASHOKLEY31-AUG-2023,153.0500000,153.5500000,153.7000000,152.5000000,152.5000000,154.9000000,1.2000000,43.0000000,55000.0000000,11.0000000,8434250.0000000
FUTSTKJUBLFOOD31-AUG-2023,479.6500000,482.0000000,482.0000000,473.0000000,474.0000000,474.0000000,-1.1700000,220.0000000,20000.0000000,16.0000000,9589187.5000000
FUTSTKBSOFT31-AUG-2023,339.3000000,330.5000000,330.5000000,330.5000000,330.5000000,330.5000000,-2.5900000,7.0000000,2000.0000000,1.0000000,661000.0000000
FUTSTKPOWERGRID29-JUN-2023,243.2000000,243.7500000,246.0000000,242.6000000,245.5000000,245.5000000,0.9400000,11572.0000000,7924500.0000000,2935.0000000,1936915740.0000000
FUTSTKRECLTD29-JUN-2023,146.2000000,146.2000000,149.9500000,145.6500000,149.6500000,149.6500000,2.3500000,6645.0000000,24128000.0000000,3016.0000000,3585216000.0000000
FUTSTKMOTHERSON27-JUL-2023,82.0500000,81.8000000,83.1000000,81.6500000,82.4000000,82.4000000,0.4200000,252.0000000,468600.0000000,66.0000000,38658790.0000000
FUTSTKMUTHOOTFIN31-AUG-2023,1143.8500000,1140.6500000,1141.6000000,1125.0000000,1125.0000000,1135.2500000,-0.7500000,13.0000000,3300.0000000,6.0000000,3750147.5000000
FUTSTKTVSMOTOR29-JUN-2023,1320.6000000,1327.6000000,1339.9500000,1324.1000000,1329.9500000,1329.9500000,0.7000000,12274.0000000,1438500.0000000,2055.0000000,1917139945.0000000
FUTSTKINDIGO27-JUL-2023,2463.0000000,2471.0000000,2501.9500000,2465.6500000,2486.8000000,2486.8000000,0.9600000,279.0000000,42000.0000000,140.0000000,104468475.0000000
FUTSTKBPCL27-JUL-2023,365.9000000,367.0000000,368.0000000,363.0500000,363.4500000,363.4500000,-0.6600000,277.0000000,205200.0000000,114.0000000,74800080.0000000
FUTSTKLT31-AUG-2023,2352.7000000,2367.0000000,2377.0000000,2365.7500000,2376.5000000,2376.5000000,1.0100000,171.0000000,17100.0000000,57.0000000,40583775.0000000
FUTSTKBAJAJ-AUTO31-AUG-2023,4880.6500000,4800.8000000,4815.0000000,4778.0000000,4778.0000000,4778.0000000,-2.1000000,45.0000000,4000.0000000,16.0000000,19220612.5000000
FUTIDXMIDCPNIFTY30-AUG-2023,7974.0000000,0.0000000,0.0000000,0.0000000,,7959.8000000,-0.1700000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKINDIACEM31-AUG-2023,218.9000000,221.7500000,235.2500000,221.7500000,233.9500000,233.9500000,6.8700000,53.0000000,52200.0000000,18.0000000,12064290.0000000
FUTSTKBALKRISIND31-AUG-2023,2314.1500000,0.0000000,0.0000000,0.0000000,,2302.4500000,-0.5000000,22.0000000,0.0000000,0.0000000,0.0000000
FUTSTKTATAMOTORS29-JUN-2023,562.8000000,566.9000000,567.8000000,560.6500000,563.6500000,563.6500000,0.1500000,32588.0000000,11294550.0000000,7926.0000000,6373507012.5000000
FUTSTKHEROMOTOCO31-AUG-2023,2985.6000000,3020.0000000,3030.3500000,2911.8000000,2917.0000000,2917.0000000,-2.2900000,57.0000000,14700.0000000,49.0000000,43750065.0000000
FUTSTKSIEMENS31-AUG-2023,3709.0000000,3694.5000000,3720.0000000,3694.0000000,3710.0000000,3710.0000000,0.0200000,40.0000000,4125.0000000,15.0000000,15299528.7500000
FUTSTKTCS31-AUG-2023,3266.9500000,3267.0000000,3269.0000000,3236.0000000,3238.3000000,3238.3000000,-0.8700000,342.0000000,18200.0000000,104.0000000,59110983.7500000
FUTSTKABB29-JUN-2023,4106.4000000,4119.7000000,4150.0000000,4101.3500000,4138.0500000,4138.0500000,0.7700000,5403.0000000,307750.0000000,1231.0000000,1271418012.5000000
FUTSTKONGC27-JUL-2023,157.5000000,158.0500000,158.0500000,155.3000000,155.6000000,155.6000000,-1.2000000,273.0000000,512050.0000000,133.0000000,79850540.0000000
FUTSTKHDFC29-JUN-2023,2670.1500000,2678.8500000,2678.9500000,2661.8000000,2666.5500000,2666.5500000,-0.1300000,78947.0000000,1965300.0000000,6551.0000000,5251784820.0000000
FUTSTKNTPC31-AUG-2023,183.0000000,184.0500000,184.3500000,181.5000000,183.4000000,183.4000000,0.2100000,222.0000000,207000.0000000,69.0000000,37774950.0000000
FUTSTKLT27-JUL-2023,2360.8500000,2363.6500000,2387.0000000,2362.8500000,2384.1500000,2384.1500000,0.9800000,1566.0000000,123600.0000000,412.0000000,294090090.0000000
FUTSTKMARICO29-JUN-2023,546.9500000,543.9000000,555.4500000,535.4500000,536.2500000,536.2500000,-1.9500000,7726.0000000,2256000.0000000,1880.0000000,1225223580.0000000
FUTSTKPVRINOX31-AUG-2023,1453.2500000,1455.6000000,1455.6000000,1430.1000000,1432.5000000,1432.5000000,-1.4200000,111.0000000,5291.0000000,13.0000000,7623618.7500000
FUTSTKIRCTC27-JUL-2023,651.8000000,652.8500000,653.8500000,646.0500000,646.9000000,646.9000000,-0.7500000,593.0000000,98000.0000000,112.0000000,63698600.0000000
FUTIDXMIDCPNIFTY26-JUL-2023,7919.3000000,0.0000000,0.0000000,0.0000000,,7905.1000000,-0.1700000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKBIOCON27-JUL-2023,242.6000000,245.1500000,245.3500000,241.5000000,242.1000000,242.1000000,-0.2000000,928.0000000,525000.0000000,210.0000000,127823000.0000000
FUTSTKRELIANCE31-AUG-2023,2541.1000000,2544.7000000,2544.7500000,2515.5500000,2518.6500000,2518.6500000,-0.8800000,603.0000000,32000.0000000,128.0000000,80920200.0000000
FUTSTKMOTHERSON31-AUG-2023,82.3000000,81.9500000,83.1000000,81.9000000,82.2000000,82.2000000,-0.1200000,70.0000000,99400.0000000,14.0000000,8210440.0000000
FUTSTKASTRAL31-AUG-2023,1984.4500000,1984.4500000,1984.4500000,1974.1000000,1980.3500000,2020.6500000,1.8200000,9.0000000,2569.0000000,7.0000000,5082546.3000000
FUTSTKMCX29-JUN-2023,1544.2500000,1533.3000000,1577.4000000,1533.3000000,1558.3000000,1558.3000000,0.9000000,3481.0000000,676400.0000000,1691.0000000,1056538380.0000000
FUTSTKTECHM27-JUL-2023,1084.9000000,1087.0000000,1087.0000000,1071.5000000,1073.2000000,1073.2000000,-1.0700000,1093.0000000,222600.0000000,371.0000000,239804280.0000000
FUTSTKLALPATHLAB31-AUG-2023,2040.4500000,2007.8000000,2007.8000000,1960.0000000,1963.8500000,1963.8500000,-3.7500000,42.0000000,3000.0000000,10.0000000,5945505.0000000
FUTSTKPEL31-AUG-2023,798.8500000,805.5500000,811.0000000,800.0000000,800.0000000,797.3000000,-0.1900000,29.0000000,3750.0000000,5.0000000,3020400.0000000
FUTSTKMFSL29-JUN-2023,707.3000000,708.2000000,708.3000000,688.2500000,690.4000000,690.4000000,-2.3800000,6660.0000000,855400.0000000,1316.0000000,594636965.0000000
FUTSTKTRENT27-JUL-2023,1602.8500000,1619.0000000,1633.0000000,1612.5500000,1615.7500000,1615.7500000,0.8000000,50.0000000,12400.0000000,31.0000000,20122060.0000000
FUTSTKGRANULES29-JUN-2023,280.6000000,280.5000000,282.0000000,277.0000000,277.9000000,277.9000000,-0.9600000,3966.0000000,966000.0000000,483.0000000,269986100.0000000
FUTSTKIRCTC31-AUG-2023,653.4000000,654.0000000,654.9000000,648.0500000,649.7000000,649.7000000,-0.5600000,77.0000000,11375.0000000,13.0000000,7418293.7500000
FUTSTKABB27-JUL-2023,4122.3000000,4150.5500000,4165.0000000,4119.0000000,4152.0500000,4152.0500000,0.7200000,342.0000000,25500.0000000,102.0000000,105799312.5000000
FUTSTKICICIPRULI31-AUG-2023,519.2500000,504.6500000,504.6500000,503.2000000,503.2000000,503.2000000,-3.0900000,9.0000000,6000.0000000,4.0000000,3022575.0000000
FUTSTKHDFCLIFE31-AUG-2023,603.8000000,592.0000000,597.4000000,586.4000000,589.5000000,589.5000000,-2.3600000,44.0000000,11000.0000000,10.0000000,6494895.0000000
FUTSTKSYNGENE31-AUG-2023,735.2500000,0.0000000,0.0000000,0.0000000,,740.0000000,0.6400000,4.0000000,0.0000000,0.0000000,0.0000000
FUTSTKHDFCBANK31-AUG-2023,1633.7500000,1632.8000000,1637.8500000,1629.6500000,1631.7500000,1631.7500000,-0.1200000,591.0000000,59950.0000000,109.0000000,97986460.0000000
FUTSTKBHARTIARTL27-JUL-2023,843.9000000,841.4000000,844.4000000,835.8000000,839.7500000,839.7500000,-0.4900000,954.0000000,310650.0000000,327.0000000,260448675.0000000
FUTSTKBHARTIARTL31-AUG-2023,847.8000000,846.9500000,846.9500000,839.9500000,843.4500000,843.4500000,-0.5100000,486.0000000,227050.0000000,239.0000000,191168072.5000000
FUTSTKAXISBANK31-AUG-2023,977.4500000,980.0000000,988.7000000,980.0000000,984.0000000,984.0000000,0.6700000,148.0000000,35625.0000000,57.0000000,35104656.2500000
FUTSTKPIDILITIND31-AUG-2023,2678.3000000,0.0000000,0.0000000,0.0000000,,2658.0000000,-0.7500000,5.0000000,0.0000000,0.0000000,0.0000000
FUTSTKBHEL31-AUG-2023,85.8500000,86.1500000,88.1000000,84.5500000,87.4000000,87.4000000,1.8000000,156.0000000,924000.0000000,88.0000000,80168025.0000000
FUTSTKL&TFH31-AUG-2023,105.0500000,104.9000000,106.3000000,104.5000000,105.0500000,105.0500000,0.0000000,173.0000000,401580.0000000,45.0000000,42179732.2000000
FUTSTKMARICO27-JUL-2023,550.0500000,553.9500000,558.4000000,539.0000000,539.5500000,539.5500000,-1.9000000,78.0000000,86400.0000000,72.0000000,47139420.0000000
FUTSTKPIIND29-JUN-2023,3650.2500000,3607.0500000,3679.9500000,3575.6500000,3633.2000000,3633.2000000,-0.4600000,7490.0000000,392250.0000000,1569.0000000,1427616412.5000000
FUTSTKONGC31-AUG-2023,158.7000000,158.0000000,158.0000000,156.4000000,156.4000000,156.8000000,-1.1900000,79.0000000,46200.0000000,12.0000000,7247047.5000000
FUTSTKDELTACORP29-JUN-2023,236.2500000,235.9000000,250.3500000,235.4500000,246.6000000,246.6000000,4.3800000,6473.0000000,8836800.0000000,3156.0000000,2154579840.0000000
FUTSTKNAUKRI31-AUG-2023,4189.6000000,4153.5500000,4203.5500000,4153.5500000,4203.5500000,4203.5500000,0.3300000,16.0000000,900.0000000,6.0000000,3747052.5000000
FUTSTKSHREECEM29-JUN-2023,25803.6000000,25814.9500000,26001.6500000,25518.7000000,25573.6000000,25573.6000000,-0.8900000,10342.0000000,33525.0000000,1341.0000000,862448338.7500000
FUTSTKULTRACEMCO31-AUG-2023,8180.0000000,8250.0000000,8266.4500000,8217.0000000,8220.0000000,8220.0000000,0.4800000,74.0000000,1300.0000000,13.0000000,10710460.0000000
FUTSTKMARUTI31-AUG-2023,9708.6500000,9736.0000000,9736.0000000,9693.6500000,9693.6500000,9786.5500000,0.8000000,143.0000000,1400.0000000,14.0000000,13612200.0000000
FUTSTKPIIND31-AUG-2023,3692.0000000,0.0000000,0.0000000,0.0000000,,3679.6000000,-0.3300000,4.0000000,0.0000000,0.0000000,0.0000000
FUTSTKPERSISTENT29-JUN-2023,4913.7500000,4909.9500000,4934.4000000,4811.4500000,4909.9000000,4909.9000000,-0.0700000,7672.0000000,595350.0000000,3402.0000000,2908615622.5000000
FUTSTKINDUSTOWER31-AUG-2023,159.1500000,159.3000000,162.2500000,158.6000000,159.9000000,159.9000000,0.4700000,62.0000000,105400.0000000,31.0000000,16890350.0000000
FUTSTKPIIND27-JUL-2023,3673.5000000,3629.0500000,3699.4500000,3601.2000000,3658.1000000,3658.1000000,-0.4100000,78.0000000,14500.0000000,58.0000000,53071462.5000000
FUTSTKHAL31-AUG-2023,3534.9000000,3599.2500000,3787.0000000,3534.3000000,3732.4000000,3732.4000000,5.5800000,123.0000000,46500.0000000,155.0000000,171330285.0000000
