CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKMCX31-AUG-2023,1565.9500000,1553.1000000,1553.1000000,1553.1000000,1553.1000000,1575.0500000,0.5800000,14.0000000,400.0000000,1.0000000,621240.0000000
FUTSTKIOC31-AUG-2023,91.8000000,92.5000000,93.0500000,91.7000000,91.7000000,91.7000000,-0.1000000,49.0000000,185250.0000000,19.0000000,17114662.5000000
FUTSTKBHEL29-JUN-2023,84.6500000,84.8500000,87.1000000,83.3000000,86.2000000,86.2000000,1.8300000,9142.0000000,58884000.0000000,5608.0000000,5036369100.0000000
FUTSTKCHOLAFIN31-AUG-2023,1079.3000000,0.0000000,0.0000000,0.0000000,,1083.3000000,0.3700000,9.0000000,0.0000000,0.0000000,0.0000000
FUTSTKCANBK29-JUN-2023,313.7000000,314.1000000,314.3000000,310.5000000,311.9000000,311.9000000,-0.5700000,15484.0000000,6895800.0000000,2554.0000000,2154169620.0000000
FUTSTKINDIGO31-AUG-2023,2480.9500000,2491.1000000,2504.0000000,2474.2000000,2500.5000000,2500.5000000,0.7800000,50.0000000,2100.0000000,7.0000000,5239440.0000000
FUTSTKSBICARD27-JUL-2023,910.7500000,911.5500000,920.6000000,911.5500000,919.0500000,919.0500000,0.9100000,256.0000000,59200.0000000,74.0000000,54321360.0000000
FUTSTKPETRONET31-AUG-2023,226.4500000,224.4000000,224.4000000,224.3500000,224.3500000,226.5000000,0.0200000,37.0000000,9000.0000000,3.0000000,2019450.0000000
FUTSTKVEDL31-AUG-2023,275.4000000,274.9000000,276.5000000,274.0000000,274.5500000,274.5500000,-0.3000000,578.0000000,94000.0000000,47.0000000,25855400.0000000
FUTSTKPAGEIND31-AUG-2023,39500.0000000,39500.0000000,39600.0000000,38905.0000000,38971.4000000,38971.4000000,-1.3300000,68.0000000,135.0000000,9.0000000,5291946.7500000
FUTSTKMFSL31-AUG-2023,715.5000000,0.0000000,0.0000000,0.0000000,,697.5500000,-2.5000000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKNESTLEIND31-AUG-2023,22517.6000000,22391.3500000,22408.0000000,22390.0000000,22390.0000000,22390.0000000,-0.5600000,14.0000000,320.0000000,8.0000000,7165574.0000000
FUTSTKBHARATFORG31-AUG-2023,820.5500000,824.0000000,824.0000000,820.0000000,820.0000000,829.0500000,1.0300000,18.0000000,4000.0000000,4.0000000,3291200.0000000
FUTSTKNAUKRI27-JUL-2023,4168.2000000,4190.0000000,4256.9500000,4126.9500000,4178.9000000,4178.9000000,0.2500000,268.0000000,41850.0000000,279.0000000,175846522.5000000
FUTSTKABBOTINDIA31-AUG-2023,22005.6500000,0.0000000,0.0000000,0.0000000,,22150.9500000,0.6600000,2.0000000,0.0000000,0.0000000,0.0000000
FUTSTKAMBUJACEM31-AUG-2023,456.8000000,458.9000000,462.6000000,458.6000000,462.6000000,463.2500000,1.4100000,50.0000000,9000.0000000,5.0000000,4144410.0000000
FUTSTKBAJFINANCE31-AUG-2023,7107.2000000,7127.0000000,7160.0000000,7107.0000000,7130.8500000,7130.8500000,0.3300000,148.0000000,1750.0000000,14.0000000,12489237.5000000
FUTIDXFINNIFTY29-AUG-2023,19557.0000000,19612.8000000,19612.8000000,19612.8000000,19612.8000000,19612.8000000,0.2800000,3.0000000,40.0000000,1.0000000,784512.0000000
FUTSTKBPCL31-AUG-2023,367.1500000,366.8000000,366.8000000,362.0000000,362.0000000,362.0000000,-1.4000000,48.0000000,16200.0000000,9.0000000,5914260.0000000
FUTSTKPOWERGRID27-JUL-2023,244.7000000,244.8500000,247.4000000,244.8000000,246.8000000,246.8000000,0.8500000,188.0000000,143100.0000000,53.0000000,35216505.0000000
FUTSTKDIVISLAB31-AUG-2023,3502.0000000,3480.5000000,3501.0000000,3450.0000000,3452.0000000,3452.0000000,-1.4200000,129.0000000,2600.0000000,13.0000000,9047160.0000000
FUTSTKVEDL29-JUN-2023,277.1000000,277.2000000,278.5000000,275.1000000,275.8000000,275.8000000,-0.4600000,25256.0000000,5398000.0000000,2699.0000000,1492371200.0000000
FUTSTKLICHSGFIN31-AUG-2023,378.0000000,377.4000000,377.4000000,369.3500000,370.0000000,370.0000000,-2.1100000,57.0000000,28000.0000000,14.0000000,10433300.0000000
FUTSTKCOALINDIA31-AUG-2023,228.9500000,229.6500000,229.7500000,228.2500000,228.4500000,228.4500000,-0.2100000,291.0000000,88200.0000000,21.0000000,20204310.0000000
FUTSTKUPL31-AUG-2023,692.5000000,691.0000000,692.9000000,681.7000000,682.0500000,682.0500000,-1.5000000,82.0000000,24700.0000000,19.0000000,16921450.0000000
FUTSTKTATASTEEL31-AUG-2023,113.2000000,113.0000000,113.0000000,110.6000000,110.7500000,110.7500000,-2.1600000,190.0000000,385000.0000000,70.0000000,42901650.0000000
FUTSTKNMDC27-JUL-2023,110.0500000,110.0000000,110.0000000,107.9000000,108.6500000,108.6500000,-1.2700000,493.0000000,612000.0000000,136.0000000,66468150.0000000
FUTIDXFINNIFTY25-JUL-2023,19548.3000000,19540.0000000,19685.2000000,19486.3500000,19516.2500000,19516.2500000,-0.1600000,38.0000000,1280.0000000,32.0000000,25053406.0000000
FUTSTKSRF31-AUG-2023,2555.8500000,2468.0000000,2468.0000000,2468.0000000,2468.0000000,2468.0000000,-3.4300000,4.0000000,375.0000000,1.0000000,925500.0000000
FUTSTKBANDHANBNK31-AUG-2023,262.7500000,265.0000000,265.0000000,259.1500000,259.4000000,259.4000000,-1.2700000,31.0000000,65000.0000000,26.0000000,16995000.0000000
FUTSTKGRASIM29-JUN-2023,1722.0500000,1725.5500000,1742.9500000,1720.1000000,1723.9500000,1723.9500000,0.1100000,24518.0000000,968050.0000000,2038.0000000,1676639158.7500000
FUTSTKCOFORGE29-JUN-2023,4387.6000000,4385.9000000,4442.0000000,4349.4500000,4423.5500000,4423.5500000,0.8100000,4559.0000000,260850.0000000,1739.0000000,1151417430.0000000
FUTSTKTRENT31-AUG-2023,1615.1000000,1628.0000000,1628.0000000,1628.0000000,1628.0000000,1624.7000000,0.5900000,23.0000000,400.0000000,1.0000000,651200.0000000
FUTSTKPOLYCAB31-AUG-2023,3570.1500000,3567.6000000,3567.6000000,3545.6000000,3545.6000000,3606.0000000,1.0000000,14.0000000,1500.0000000,5.0000000,5334180.0000000
FUTSTKOFSS31-AUG-2023,3600.2000000,3588.5500000,3602.0000000,3585.0000000,3602.0000000,3599.4000000,-0.0200000,131.0000000,1400.0000000,7.0000000,5024360.0000000
FUTSTKGLENMARK27-JUL-2023,652.1000000,649.9500000,663.0000000,640.0000000,641.7000000,641.7000000,-1.5900000,170.0000000,259550.0000000,179.0000000,168628112.5000000
FUTSTKBIOCON31-AUG-2023,244.3000000,246.0000000,247.0000000,244.6000000,244.6000000,244.6000000,0.1200000,73.0000000,45000.0000000,18.0000000,11061000.0000000
FUTSTKAPOLLOHOSP31-AUG-2023,5002.4500000,5022.4500000,5033.2000000,4951.5500000,5002.2500000,5002.2500000,0.0000000,79.0000000,2875.0000000,23.0000000,14384650.0000000
FUTSTKNATIONALUM31-AUG-2023,85.9500000,85.9000000,85.9000000,85.6000000,85.7500000,85.7000000,-0.2900000,36.0000000,127500.0000000,17.0000000,10929750.0000000
FUTSTKPAGEIND27-JUL-2023,39301.6000000,39297.1000000,39478.5000000,38700.0000000,38771.3500000,38771.3500000,-1.3400000,370.0000000,1035.0000000,69.0000000,40350651.7500000
FUTSTKDELTACORP31-AUG-2023,238.7000000,242.4000000,249.4500000,242.4000000,245.9500000,245.9500000,3.0300000,22.0000000,14000.0000000,5.0000000,3423980.0000000
FUTSTKBHARATFORG29-JUN-2023,821.4000000,823.7500000,824.3000000,813.9500000,817.8000000,817.8000000,-0.4300000,8174.0000000,2245000.0000000,2245.0000000,1838012400.0000000
FUTSTKCANFINHOME31-AUG-2023,750.2000000,747.0000000,747.0000000,747.0000000,747.0000000,754.0500000,0.5100000,5.0000000,975.0000000,1.0000000,728325.0000000
FUTSTKAXISBANK27-JUL-2023,971.5000000,973.4500000,983.5000000,972.1500000,978.8000000,978.8000000,0.7500000,2640.0000000,560625.0000000,897.0000000,548788093.7500000
FUTSTKBOSCHLTD29-JUN-2023,18846.0500000,18888.8000000,18933.1500000,18808.0000000,18854.0500000,18854.0500000,0.0400000,2544.0000000,13900.0000000,278.0000000,262313202.5000000
FUTSTKABFRL31-AUG-2023,205.2500000,205.0000000,205.2500000,202.0000000,202.1000000,202.1000000,-1.5300000,121.0000000,57200.0000000,22.0000000,11650860.0000000
FUTSTKINDHOTEL31-AUG-2023,387.2500000,391.0000000,391.0000000,388.1000000,389.5000000,388.2500000,0.2500000,51.0000000,8000.0000000,4.0000000,3114300.0000000
FUTSTKSHRIRAMFIN31-AUG-2023,1434.4500000,1442.8500000,1443.0000000,1434.5000000,1434.5000000,1440.6000000,0.4200000,15.0000000,3600.0000000,6.0000000,5189520.0000000
FUTSTKCUB31-AUG-2023,127.0000000,126.6000000,127.3000000,125.8500000,125.9500000,125.9500000,-0.8200000,396.0000000,200000.0000000,40.0000000,25263500.0000000
FUTSTKAARTIIND31-AUG-2023,522.0500000,520.0500000,520.0500000,520.0500000,520.0500000,514.8500000,-1.3700000,36.0000000,4000.0000000,4.0000000,2080200.0000000
FUTSTKTATAPOWER29-JUN-2023,222.0000000,222.9500000,225.2500000,220.7000000,221.9000000,221.9000000,-0.0400000,23481.0000000,16122375.0000000,4777.0000000,3587787506.2500000
FUTSTKJSWSTEEL31-AUG-2023,758.9000000,764.5000000,764.5000000,756.0000000,758.7500000,758.7500000,-0.0100000,25.0000000,6750.0000000,5.0000000,5123587.5000000
FUTSTKLTIM31-AUG-2023,4822.5000000,4842.0000000,4845.3500000,4842.0000000,4844.5500000,4902.6500000,1.6600000,36.0000000,600.0000000,4.0000000,2906085.0000000
FUTSTKBOSCHLTD27-JUL-2023,18677.1500000,18739.4000000,18750.0000000,18667.0500000,18696.8500000,18696.8500000,0.1000000,232.0000000,2400.0000000,48.0000000,44897810.0000000
FUTSTKRECLTD31-AUG-2023,148.2500000,147.4000000,150.4500000,147.4000000,150.0500000,150.0500000,1.2100000,33.0000000,168000.0000000,21.0000000,25078400.0000000
FUTSTKBAJAJFINSV31-AUG-2023,1495.9500000,1495.9500000,1498.0000000,1489.5500000,1491.1000000,1491.1000000,-0.3200000,59.0000000,5500.0000000,11.0000000,8207975.0000000
FUTSTKBANKBARODA29-JUN-2023,188.3000000,188.6500000,188.6500000,184.7500000,185.7500000,185.7500000,-1.3500000,15875.0000000,18924750.0000000,3235.0000000,3530031862.5000000
FUTSTKLTTS31-AUG-2023,3779.0500000,3782.0000000,3782.0000000,3782.0000000,3782.0000000,3871.2500000,2.4300000,41.0000000,200.0000000,1.0000000,756400.0000000
FUTSTKBALKRISIND29-JUN-2023,2280.0000000,2264.3000000,2293.6500000,2252.6000000,2271.6500000,2271.6500000,-0.3600000,5873.0000000,299700.0000000,999.0000000,681695325.0000000
FUTSTKATUL31-AUG-2023,6918.9500000,6782.5000000,6782.5000000,6713.0000000,6713.0000000,6843.3000000,-1.0900000,23.0000000,150.0000000,2.0000000,1012162.5000000
FUTSTKPVRINOX29-JUN-2023,1434.2000000,1436.2500000,1442.0000000,1410.2000000,1417.2500000,1417.2500000,-1.1800000,7769.0000000,579568.0000000,1424.0000000,826118832.0000000
FUTSTKTATACONSUM31-AUG-2023,820.5500000,816.0000000,816.0000000,816.0000000,816.0000000,816.0000000,-0.5500000,4.0000000,900.0000000,1.0000000,734400.0000000
FUTSTKDIXON31-AUG-2023,4062.6500000,4100.0000000,4111.0000000,4051.0500000,4062.1000000,4141.5500000,1.9400000,34.0000000,2400.0000000,12.0000000,9763610.0000000
FUTSTKADANIENT31-AUG-2023,2480.2000000,2480.6500000,2502.0000000,2478.4000000,2494.0500000,2494.0500000,0.5500000,107.0000000,3600.0000000,12.0000000,8977710.0000000
FUTSTKCIPLA31-AUG-2023,981.5000000,975.9500000,975.9500000,973.1000000,973.1000000,985.2500000,0.3800000,17.0000000,4550.0000000,7.0000000,4431375.0000000
FUTSTKHDFCAMC31-AUG-2023,1952.4500000,1904.0000000,1914.4000000,1896.9500000,1902.1500000,1902.1500000,-2.5700000,112.0000000,12900.0000000,43.0000000,24585120.0000000
FUTSTKBALRAMCHIN31-AUG-2023,402.1500000,420.3500000,420.3500000,410.0000000,412.0000000,412.0000000,2.4400000,15.0000000,9600.0000000,6.0000000,3974000.0000000
FUTSTKICICIPRULI29-JUN-2023,513.5000000,507.3500000,512.9000000,496.5500000,497.6000000,497.6000000,-3.0900000,7205.0000000,4513500.0000000,3009.0000000,2268316350.0000000
FUTSTKBOSCHLTD31-AUG-2023,19079.5000000,0.0000000,0.0000000,0.0000000,,19068.0000000,-0.0600000,2.0000000,0.0000000,0.0000000,0.0000000
FUTSTKBRITANNIA31-AUG-2023,4930.8000000,4980.0000000,5010.0000000,4902.0000000,4924.2500000,4924.2500000,-0.1300000,37.0000000,6000.0000000,30.0000000,29706510.0000000
FUTSTKNAVINFLUOR31-AUG-2023,4657.6500000,0.0000000,0.0000000,0.0000000,,4532.3000000,-2.6900000,12.0000000,0.0000000,0.0000000,0.0000000
FUTSTKMPHASIS31-AUG-2023,1872.3000000,1865.0000000,1876.0000000,1863.0000000,1867.4500000,1867.4500000,-0.2500000,76.0000000,1925.0000000,7.0000000,3596161.2500000
FUTSTKNMDC31-AUG-2023,110.4500000,109.2000000,109.7500000,109.0000000,109.4500000,109.3500000,-0.9900000,131.0000000,90000.0000000,20.0000000,9848475.0000000
FUTSTKMCDOWELL-N31-AUG-2023,885.6000000,894.9000000,894.9000000,894.9000000,894.9000000,902.8500000,1.9400000,2.0000000,700.0000000,1.0000000,626430.0000000
FUTSTKGMRINFRA31-AUG-2023,42.9000000,42.6500000,43.1000000,42.6500000,43.1000000,43.0500000,0.3400000,29.0000000,135000.0000000,6.0000000,5791500.0000000
FUTSTKASIANPAINT31-AUG-2023,3265.8000000,3270.0000000,3279.0000000,3225.3500000,3237.5000000,3237.5000000,-0.8600000,92.0000000,5200.0000000,26.0000000,16891600.0000000
FUTSTKDALBHARAT31-AUG-2023,2163.7000000,2145.0000000,2160.8500000,2140.0000000,2140.0000000,2130.3000000,-1.5400000,4.0000000,2000.0000000,4.0000000,4292925.0000000
FUTSTKPOWERGRID31-AUG-2023,245.2500000,245.4500000,248.0000000,245.3000000,248.0000000,248.9500000,1.5000000,44.0000000,16200.0000000,6.0000000,3990870.0000000
FUTSTKABCAPITAL31-AUG-2023,174.8500000,176.2000000,177.3000000,176.2000000,177.3000000,176.8500000,1.1400000,6.0000000,10800.0000000,2.0000000,1908900.0000000
FUTSTKIEX31-AUG-2023,138.0500000,130.0000000,132.0000000,117.3500000,124.1500000,124.1500000,-10.0600000,655.0000000,3078750.0000000,821.0000000,381904875.0000000
FUTSTKPIDILITIND27-JUL-2023,2653.1500000,2650.0000000,2665.8500000,2637.0000000,2637.4000000,2637.4000000,-0.5900000,143.0000000,7500.0000000,30.0000000,19856875.0000000
FUTSTKL&TFH29-JUN-2023,105.9500000,105.7000000,107.1500000,105.3500000,105.8000000,105.8000000,-0.1400000,8922.0000000,11770756.0000000,1319.0000000,1249339028.6900900
FUTSTKGNFC31-AUG-2023,587.3500000,588.0000000,588.0000000,574.0000000,574.0000000,574.0000000,-2.2700000,28.0000000,9100.0000000,7.0000000,5258435.0000000
FUTSTKINDIAMART31-AUG-2023,5629.3000000,5585.7000000,5585.7000000,5585.7000000,5585.7000000,5680.1500000,0.9000000,16.0000000,150.0000000,1.0000000,837855.0000000
FUTSTKHAVELLS31-AUG-2023,1378.0500000,1380.0000000,1380.0000000,1378.0000000,1378.0000000,1368.0500000,-0.7200000,23.0000000,1000.0000000,2.0000000,1379000.0000000
FUTSTKKOTAKBANK27-JUL-2023,1893.1500000,1883.9000000,1915.0000000,1868.6500000,1891.2500000,1891.2500000,-0.1000000,2238.0000000,653600.0000000,1634.0000000,1239078340.0000000
FUTSTKTATAPOWER31-AUG-2023,225.4500000,225.7500000,226.5000000,224.0000000,225.0000000,225.0000000,-0.1900000,228.0000000,195750.0000000,58.0000000,44085600.0000000
FUTSTKHCLTECH31-AUG-2023,1134.7000000,1132.8000000,1133.7500000,1120.0000000,1120.2500000,1120.2500000,-1.2700000,26.0000000,8400.0000000,12.0000000,9457490.0000000
FUTSTKSHREECEM31-AUG-2023,25700.0000000,25846.6000000,25846.6000000,25679.3000000,25679.3000000,25867.5500000,0.6500000,15.0000000,100.0000000,4.0000000,2579937.5000000
FUTSTKSBIN31-AUG-2023,598.9000000,598.0500000,598.0500000,587.2500000,589.3500000,589.3500000,-1.5900000,281.0000000,240000.0000000,160.0000000,142011525.0000000
FUTSTKPNB31-AUG-2023,52.2500000,52.2500000,52.3000000,51.4500000,51.5000000,51.5000000,-1.4300000,124.0000000,1040000.0000000,65.0000000,54035200.0000000
FUTSTKSAIL31-AUG-2023,85.2500000,84.2000000,84.5000000,83.4000000,83.9000000,83.9000000,-1.5800000,62.0000000,152000.0000000,19.0000000,12771200.0000000
FUTSTKAUROPHARMA31-AUG-2023,679.6500000,675.0000000,675.0000000,675.0000000,675.0000000,680.4500000,0.1100000,30.0000000,3300.0000000,3.0000000,2227500.0000000
FUTSTKINDUSINDBK31-AUG-2023,1322.0000000,1322.0000000,1353.0000000,1322.0000000,1345.5500000,1345.5500000,1.7800000,96.0000000,33000.0000000,66.0000000,44421150.0000000
FUTSTKPERSISTENT31-AUG-2023,4895.3500000,4875.1000000,4893.4000000,4857.0000000,4888.8000000,4888.8000000,-0.1300000,57.0000000,1575.0000000,9.0000000,7682325.0000000
FUTSTKGODREJCP31-AUG-2023,1075.6000000,1076.5000000,1076.5000000,1055.0000000,1055.0000000,1052.4500000,-2.1500000,4.0000000,2000.0000000,2.0000000,2131500.0000000
FUTSTKHINDPETRO31-AUG-2023,270.1500000,269.8000000,271.1000000,265.9000000,266.4000000,266.4000000,-1.3800000,18.0000000,24300.0000000,9.0000000,6517665.0000000
FUTSTKTATACONSUM27-JUL-2023,815.7000000,815.6500000,818.0000000,807.0000000,809.5000000,809.5000000,-0.7600000,845.0000000,376200.0000000,418.0000000,305194860.0000000
FUTSTKM&M27-JUL-2023,1380.1000000,1375.2500000,1383.4000000,1363.0000000,1369.1500000,1369.1500000,-0.7900000,549.0000000,135100.0000000,193.0000000,184870665.0000000
FUTSTKCOLPAL31-AUG-2023,1648.3000000,0.0000000,0.0000000,0.0000000,,1622.9000000,-1.5400000,1.0000000,0.0000000,0.0000000,0.0000000
FUTSTKMANAPPURAM31-AUG-2023,114.4500000,115.0000000,118.4000000,115.0000000,118.4000000,119.2000000,4.1500000,70.0000000,84000.0000000,14.0000000,9780900.0000000
FUTSTKCOROMANDEL31-AUG-2023,961.6500000,0.0000000,0.0000000,0.0000000,,947.2000000,-1.5000000,9.0000000,0.0000000,0.0000000,0.0000000
FUTSTKDABUR31-AUG-2023,559.0000000,558.2000000,558.2000000,558.2000000,558.2000000,559.0500000,0.0000000,10.0000000,1250.0000000,1.0000000,697750.0000000
FUTSTKGRANULES31-AUG-2023,283.1500000,283.5000000,283.7000000,281.5000000,281.5000000,281.9000000,-0.4400000,45.0000000,16000.0000000,8.0000000,4519900.0000000
FUTSTKCOLPAL27-JUL-2023,1637.6500000,1637.2500000,1639.1000000,1612.4500000,1614.8500000,1614.8500000,-1.3900000,66.0000000,14000.0000000,40.0000000,22696555.0000000
FUTIDXBANKNIFTY31-AUG-2023,44466.8500000,44589.8500000,45689.0000000,44345.0000000,44420.7500000,44420.7500000,-0.1000000,3451.0000000,63045.0000000,4203.0000000,2806183396.5000000
FUTSTKHINDCOPPER31-AUG-2023,115.3500000,115.0000000,115.0000000,114.4000000,114.4000000,114.6500000,-0.6000000,30.0000000,15900.0000000,3.0000000,1825320.0000000
FUTSTKDRREDDY31-AUG-2023,4726.9000000,4726.7000000,4726.7000000,4710.0000000,4710.0000000,4743.8000000,0.3500000,29.0000000,875.0000000,7.0000000,4131868.7500000
FUTSTKABB31-AUG-2023,4144.5500000,4159.8000000,4166.0000000,4130.7000000,4160.0000000,4219.6000000,1.8100000,19.0000000,1250.0000000,5.0000000,5193800.0000000
FUTSTKZEEL31-AUG-2023,199.9500000,199.9000000,199.9000000,197.3000000,197.4500000,197.4500000,-1.2500000,87.0000000,27000.0000000,9.0000000,5345400.0000000
FUTSTKBERGEPAINT31-AUG-2023,661.1500000,656.3000000,656.3000000,656.3000000,656.3000000,658.4000000,-0.4100000,37.0000000,1100.0000000,1.0000000,721930.0000000
FUTSTKACC27-JUL-2023,1842.9000000,1845.8000000,1853.9000000,1836.5000000,1846.2500000,1846.2500000,0.1800000,728.0000000,48900.0000000,163.0000000,90293010.0000000
FUTSTKKOTAKBANK31-AUG-2023,1907.3000000,1897.2000000,1927.9500000,1896.0500000,1904.0000000,1904.0000000,-0.1700000,558.0000000,40000.0000000,100.0000000,76190120.0000000
FUTSTKINFY31-AUG-2023,1308.2500000,1303.7500000,1305.0000000,1285.9000000,1287.7000000,1287.7000000,-1.5700000,1323.0000000,148800.0000000,372.0000000,192144300.0000000
FUTSTKHAL29-JUN-2023,3514.9000000,3551.9500000,3777.8500000,3501.2500000,3721.5500000,3721.5500000,5.8700000,13599.0000000,9771300.0000000,32571.0000000,35641538100.0000000
FUTSTKICICIBANK31-AUG-2023,946.6500000,945.0000000,949.4000000,945.0000000,947.3000000,947.3000000,0.0600000,271.0000000,21700.0000000,31.0000000,20562220.0000000
FUTSTKOBEROIRLTY31-AUG-2023,983.2000000,0.0000000,0.0000000,0.0000000,,981.8000000,-0.1400000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKJKCEMENT31-AUG-2023,3294.8000000,0.0000000,0.0000000,0.0000000,,3280.7500000,-0.4200000,2.0000000,0.0000000,0.0000000,0.0000000
FUTSTKIDFC31-AUG-2023,102.4500000,0.0000000,0.0000000,0.0000000,,103.0500000,0.5800000,4.0000000,0.0000000,0.0000000,0.0000000
FUTSTKCHOLAFIN29-JUN-2023,1065.7500000,1066.5500000,1075.9500000,1063.2000000,1069.0000000,1069.0000000,0.3000000,8562.0000000,1186250.0000000,949.0000000,1269809375.0000000
FUTSTKEICHERMOT29-JUN-2023,3643.6500000,3649.0000000,3665.2000000,3595.5500000,3600.9500000,3600.9500000,-1.1700000,21029.0000000,680050.0000000,3886.0000000,2463444550.0000000
FUTSTKINTELLECT27-JUL-2023,578.9000000,580.0000000,588.9500000,576.7000000,581.5000000,581.5000000,0.4400000,84.0000000,106600.0000000,82.0000000,61935315.0000000
FUTSTKADANIPORTS27-JUL-2023,741.6000000,744.5000000,746.7000000,736.4000000,739.2000000,739.2000000,-0.3200000,1418.0000000,204000.0000000,255.0000000,151026480.0000000
FUTSTKUBL31-AUG-2023,1505.2500000,1486.0000000,1493.0000000,1486.0000000,1493.0000000,1501.6500000,-0.2300000,13.0000000,2000.0000000,5.0000000,2982720.0000000
FUTSTKINDIGO29-JUN-2023,2451.2500000,2453.6500000,2490.4500000,2453.2500000,2473.1000000,2473.1000000,0.8900000,10756.0000000,775500.0000000,2585.0000000,1919810355.0000000
FUTSTKVOLTAS31-AUG-2023,813.7000000,814.0000000,814.0000000,790.0000000,791.0000000,791.0000000,-2.7800000,207.0000000,36600.0000000,61.0000000,29260080.0000000
FUTSTKITC29-JUN-2023,445.4500000,439.4000000,446.8000000,439.3000000,440.8500000,440.8500000,-1.0300000,40828.0000000,7422400.0000000,4639.0000000,3285558400.0000000
FUTSTKSHREECEM27-JUL-2023,25794.7000000,25935.0000000,25935.0000000,25515.8000000,25550.6000000,25550.6000000,-0.9400000,339.0000000,3525.0000000,141.0000000,91058405.0000000
FUTSTKMGL31-AUG-2023,1046.9500000,0.0000000,0.0000000,0.0000000,,1042.1500000,-0.4500000,5.0000000,0.0000000,0.0000000,0.0000000
FUTSTKEICHERMOT31-AUG-2023,3718.3500000,3643.0000000,3643.0000000,3643.0000000,3643.0000000,3640.3500000,-2.0900000,12.0000000,175.0000000,1.0000000,637525.0000000
FUTIDXNIFTY31-AUG-2023,18881.8000000,18915.0000000,18975.3000000,18806.0000000,18815.9500000,18815.9500000,-0.3400000,5005.0000000,106250.0000000,2125.0000000,2002517832.5000000
FUTSTKCROMPTON31-AUG-2023,283.3500000,280.5000000,280.5000000,278.0000000,278.0000000,279.8000000,-1.2500000,36.0000000,3600.0000000,2.0000000,1005300.0000000
FUTSTKGRASIM31-AUG-2023,1739.7500000,1755.0000000,1758.0000000,1755.0000000,1758.0000000,1744.0500000,0.2400000,20.0000000,950.0000000,2.0000000,1668675.0000000
FUTSTKGODREJPROP31-AUG-2023,1448.4500000,0.0000000,0.0000000,0.0000000,,1453.5000000,0.3400000,1.0000000,0.0000000,0.0000000,0.0000000
FUTSTKTATAPOWER27-JUL-2023,223.5000000,226.0500000,226.3500000,222.3000000,223.5000000,223.5000000,0.0000000,1651.0000000,1417500.0000000,420.0000000,317732287.5000000
FUTSTKIBULHSGFIN31-AUG-2023,113.4500000,0.0000000,0.0000000,0.0000000,,111.7500000,-1.4900000,75.0000000,0.0000000,0.0000000,0.0000000
FUTSTKNAUKRI29-JUN-2023,4142.9000000,4172.9000000,4237.9000000,4098.0500000,4152.8000000,4152.8000000,0.2300000,11984.0000000,527000.0000000,4216.0000000,2200307918.7500000
FUTSTKALKEM31-AUG-2023,3499.4500000,0.0000000,0.0000000,0.0000000,,3470.7500000,-0.8200000,25.0000000,0.0000000,0.0000000,0.0000000
FUTSTKMARICO31-AUG-2023,554.5500000,539.8500000,539.8500000,539.8500000,539.8500000,542.0000000,-2.2600000,3.0000000,1200.0000000,1.0000000,647820.0000000
FUTSTKPNB27-JUL-2023,51.9000000,51.8500000,51.9500000,51.1000000,51.2000000,51.2000000,-1.3400000,917.0000000,4960000.0000000,310.0000000,255296800.0000000
FUTSTKNATIONALUM27-JUL-2023,85.3000000,85.5500000,86.1000000,84.7000000,85.1000000,85.1000000,-0.2300000,205.0000000,982500.0000000,131.0000000,83791500.0000000
FUTSTKBEL31-AUG-2023,119.0000000,118.3500000,122.8000000,118.3500000,121.9000000,121.9000000,2.4300000,44.0000000,142500.0000000,25.0000000,17335980.0000000
FUTSTKMUTHOOTFIN29-JUN-2023,1127.5000000,1129.7000000,1137.3500000,1112.6000000,1119.7500000,1119.7500000,-0.6800000,9431.0000000,699600.0000000,1272.0000000,786190982.5000000
FUTSTKBANKBARODA31-AUG-2023,190.5500000,190.4500000,190.4500000,187.8000000,188.1000000,188.1000000,-1.2800000,32.0000000,134550.0000000,23.0000000,25454812.5000000
FUTSTKDLF31-AUG-2023,490.5000000,492.5000000,495.1500000,489.0000000,490.3500000,490.3500000,-0.0300000,138.0000000,47850.0000000,29.0000000,23547727.5000000
